"","Sample_1S10","Sample_1S11","Sample_1S12","Sample_1S13","Sample_1S14","Sample_1S15","Sample_1S16","Sample_1S17","Sample_1S18","Sample_1S19","Sample_1S1","Sample_1S20","Sample_1S21","Sample_1S22","Sample_1S23","Sample_1S24","Sample_1S25","Sample_1S2","Sample_1S3","Sample_1S4","Sample_1S5","Sample_1S6","Sample_1S7","Sample_1S8","Sample_1S9","Sample_2S10","Sample_2S11","Sample_2S12","Sample_2S13","Sample_2S14","Sample_2S15","Sample_2S16","Sample_2S17","Sample_2S18","Sample_2S19","Sample_2S1","Sample_2S20","Sample_2S21","Sample_2S22","Sample_2S23","Sample_2S24","Sample_2S25","Sample_2S2","Sample_2S3","Sample_2S4","Sample_2S5","Sample_2S6","Sample_2S7","Sample_2S8","Sample_2S9","Sample_3S10","Sample_3S11","Sample_3S12","Sample_3S13","Sample_3S14","Sample_3S15","Sample_3S16","Sample_3S17","Sample_3S18","Sample_3S19","Sample_3S1","Sample_3S20","Sample_3S21","Sample_3S22","Sample_3S23","Sample_3S24","Sample_3S25","Sample_3S2","Sample_3S3","Sample_3S4","Sample_3S5","Sample_3S6","Sample_3S7","Sample_3S8","Sample_3S9","Sample_4S10","Sample_4S11","Sample_4S12","Sample_4S13","Sample_4S14","Sample_4S15","Sample_4S16","Sample_4S17","Sample_4S18","Sample_4S19","Sample_4S1","Sample_4S20","Sample_4S21","Sample_4S22","Sample_4S23","Sample_4S24","Sample_4S25","Sample_4S2","Sample_4S3","Sample_4S4","Sample_4S5","Sample_4S6","Sample_4S7","Sample_4S9","Sample_N10","Sample_N11","Sample_N12","Sample_N13","Sample_N14","Sample_N15","Sample_N16","Sample_N17","Sample_N18","Sample_N19","Sample_N1","Sample_N20","Sample_N21","Sample_N22","Sample_N23","Sample_N24","Sample_N25","Sample_N26","Sample_N27","Sample_N28","Sample_N29","Sample_N2","Sample_N30","Sample_N31","Sample_N32","Sample_N33","Sample_N34","Sample_N35","Sample_N36","Sample_N37","Sample_N38","Sample_N39","Sample_N3","Sample_N40","Sample_N41","Sample_N42","Sample_N43","Sample_N44","Sample_N45","Sample_N46","Sample_N47","Sample_N48","Sample_N49","Sample_N4","Sample_N50","Sample_N5","Sample_N6","Sample_N7","Sample_N8","Sample_N9","Sample_Pan01","Sample_Pan02","Sample_Pan03","Sample_Pan04","Sample_Pan05","Sample_Pan06","Sample_PC10","Sample_PC11","Sample_PC12","Sample_PC13","Sample_PC14","Sample_PC15","Sample_PC16","Sample_PC17","Sample_PC18","Sample_PC19","Sample_PC1","Sample_PC20","Sample_PC21","Sample_PC22","Sample_PC23","Sample_PC24","Sample_PC25","Sample_PC26","Sample_PC27","Sample_PC28","Sample_PC29","Sample_PC2","Sample_PC30","Sample_PC31","Sample_PC32","Sample_PC33","Sample_PC34","Sample_PC35","Sample_PC36","Sample_PC3","Sample_PC4","Sample_PC5","Sample_PC6","Sample_PC7","Sample_PC8","Sample_PC9"
"ENST00000361813.5|SMG5-201|33602",3,0,2,3,2,1,3,1,2,2,4,4,0,5,0,1,4,14,5,5,3,0,3,7,5,9,10,5,0,8,3,1,3,2,0,4,5,6,2,5,3,2,20,4,3,4,2,4,2,0,3,3,5,2,2,4,6,3,2,3,7,3,1,3,3,1,9,4,5,6,3,2,7,12,6,7,4,3,2,1,3,7,2,5,5,5,1,2,7,0,2,3,4,6,4,6,1,3,1,4,3,2,5,8,2,6,6,8,4,3,3,0,2,5,3,7,9,1,5,3,1,1,2,0,2,2,3,9,7,3,3,0,7,2,0,3,6,7,0,1,1,5,7,2,2,1,1,2,0,2,1,1,3,1,1,4,4,5,5,3,6,3,0,4,4,3,6,4,1,1,4,1,1,6,2,2,1,1,2,2,2,2,1,3,2,14,2,6,4,3,3
"ENST00000488498.2|C1orf61-218|4774",13,23,17,8,8,11,10,14,7,11,5,4,5,14,15,3,17,12,14,12,10,6,14,9,15,20,13,15,11,4,10,8,7,9,13,5,9,17,11,10,14,14,19,20,5,8,12,5,9,12,21,15,9,4,6,8,19,7,4,1,8,5,7,5,11,17,9,18,11,9,13,9,16,11,24,20,22,15,8,9,7,10,15,7,16,9,20,9,14,4,8,10,10,14,10,7,11,24,9,11,9,10,4,8,7,7,10,11,17,10,8,13,8,17,26,8,8,13,9,13,9,6,10,4,13,4,12,7,5,7,5,12,15,13,12,7,6,12,6,15,6,14,16,16,14,12,8,13,12,7,2,9,6,8,3,11,9,12,14,12,16,17,13,8,18,11,8,12,9,8,7,8,7,13,9,7,14,13,11,7,6,9,10,14,10,14,20,11,8,8,6
"ENST00000368223.3|NES-201|8635",2,2,2,0,1,2,1,2,1,1,1,1,1,0,0,0,1,2,0,2,1,1,2,1,6,2,3,3,0,0,1,3,1,2,1,1,1,0,0,1,2,3,3,4,0,4,3,2,1,0,2,3,0,0,2,1,3,2,0,1,4,0,0,1,0,1,1,2,2,1,7,1,3,0,1,5,2,4,0,1,1,1,0,0,0,5,1,2,2,0,0,1,1,1,5,2,0,7,3,2,1,2,0,0,0,1,1,0,0,2,1,3,4,2,3,1,0,1,0,0,5,1,0,0,3,1,0,1,0,0,1,2,1,0,2,1,1,4,1,0,1,0,2,1,4,4,2,2,2,0,0,1,0,0,1,3,3,2,2,0,4,3,1,1,1,1,4,0,2,0,1,1,1,3,0,1,0,1,1,0,1,0,2,0,1,0,3,3,3,2,2
"ENST00000368195.3|INSRR-201|18956",2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,1,0,1,1,0,3,1,1,0,0,0,0,2,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,2,0,3,1,0,5,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,3,0,1,1,0,0,0,1,1,0,1,0,3,0,3,2,0,0,1,0,0,0,1,1,2,0,0,0,0,1,0,1,0,2,0,0,1,0,0,1,2,1,0,2,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,1,2,0,2,1,1,0,0,0,0,3,0,1,2,0,2,1,1,0,0,0,1,2,0,0,0,0,1,0,1,0,1,0,2,0
"ENST00000368192.8|ETV3-202|17177",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,1,0,1,2,1,0,2,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,1,1,0,2,0,1,1,3,0,0,0,1,0,0,0,1,3,0,0,1,2,2,2,2,0,1,1,1,1,0,0,0,1,3,0,1,0,0,0,0,0,1,3,0,2,1,2,0,1,0,1,2,3,2,1,1,3,0,0,0,0,0,0,2,1,5,0,0,0,0,0,1,0,0,0,3,4,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,1,0,0,1,1,2,1,1,1,0,1,0,1,0,1,1,3,0,1,0,1,0,0,1,1,0,0,0,0,0,0,2,2,1,0,0,0,1
"ENST00000641002.1|OR10Z1-202|7247",0,2,1,0,0,2,0,0,1,1,0,0,1,1,2,0,0,1,0,0,1,0,1,1,2,1,0,0,2,3,0,0,0,0,0,1,1,1,0,0,0,2,1,1,0,0,2,3,3,0,1,1,3,0,2,0,2,0,2,1,0,0,1,0,2,0,0,2,1,0,1,0,3,0,4,4,0,0,1,1,0,2,0,1,1,1,2,0,0,1,0,1,2,1,0,1,3,2,1,0,3,2,1,0,0,2,2,0,0,0,1,1,0,1,0,1,2,0,0,2,1,1,0,0,2,0,0,0,0,0,0,2,0,0,2,1,1,1,1,0,0,2,1,2,1,4,0,1,4,1,0,1,0,0,1,0,1,0,0,1,0,4,1,4,1,0,0,0,1,1,2,1,3,0,4,1,1,1,1,0,2,0,0,0,2,3,1,4,1,2,1
"ENST00000368100.1|VSIG8-201|8342",0,2,1,0,2,0,1,2,0,0,1,0,0,1,1,0,0,4,2,1,1,1,0,0,3,1,2,4,1,0,1,1,2,0,0,0,1,2,0,1,2,0,0,3,1,2,0,1,0,1,2,3,2,0,1,0,1,0,1,0,4,0,1,0,0,1,1,3,2,0,1,0,3,0,1,1,3,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,3,0,0,0,2,2,0,1,1,1,1,0,2,1,2,2,1,0,0,1,1,4,0,0,1,1,0,4,0,0,0,0,1,0,0,0,0,0,3,0,0,2,1,0,0,1,0,0,3,0,2,5,3,0,0,1,0,0,1,0,0,0,1,1,2,2,2,1,3,0,0,1,2,0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,2,1,1,1,1,4,1,1,3,2
"ENST00000368088.3|KCNJ9-201|8994",1,1,3,3,1,2,2,2,1,0,4,2,2,1,0,1,0,1,0,0,1,0,2,4,5,1,5,5,3,6,2,2,1,2,1,2,0,3,0,3,1,1,1,1,0,0,0,3,3,0,2,0,5,0,2,3,1,3,1,0,2,3,2,3,2,0,2,1,3,2,0,0,2,3,0,9,1,2,0,1,1,1,3,3,0,1,1,0,0,0,1,0,3,1,5,2,0,3,2,2,1,1,2,3,0,2,1,0,1,4,0,1,6,2,4,2,0,3,1,0,1,1,0,0,2,3,0,0,1,1,0,4,0,3,1,0,2,2,3,1,0,2,3,0,6,0,3,3,3,0,0,1,0,1,0,1,1,0,4,3,5,2,0,1,5,2,1,0,0,1,1,0,2,4,2,0,1,0,0,1,0,1,0,0,0,2,2,5,2,1,0
"ENST00000368061.2|VANGL2-201|28093",5,0,2,1,2,0,0,0,0,4,3,2,1,1,1,2,4,0,2,2,0,2,1,1,1,0,0,1,0,0,0,1,0,3,0,1,1,2,0,1,2,0,0,1,0,1,3,1,0,1,2,1,5,2,2,1,2,0,0,0,1,2,2,0,2,2,2,1,1,0,2,0,0,2,0,5,2,1,1,0,1,1,1,0,0,2,1,0,0,1,0,0,1,0,4,1,3,3,1,1,0,1,1,0,1,1,1,4,1,1,0,1,3,1,2,0,1,4,0,2,0,1,1,2,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,3,0,1,1,3,1,4,0,0,0,0,0,1,1,0,4,0,0,1,3,2,1,2,4,1,1,1,1,0,1,0,0,0,1,1,0,2,1,1,0,1,0,0,3,3,0,0,0,2
"ENST00000368012.3|NECTIN4-201|18605",0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,5,2,1,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,3,0,0,0,0,2,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0
"ENST00000367996.5|ADAMTS4-202|14749",2,7,4,2,2,0,3,2,2,0,4,1,1,0,0,1,3,3,3,0,1,0,5,1,1,3,3,2,2,2,1,1,3,5,0,0,1,3,2,3,0,5,4,3,2,1,3,0,5,3,4,4,4,0,2,4,1,1,2,2,9,4,1,0,1,1,5,6,4,6,2,1,3,1,1,3,1,2,0,1,1,3,1,4,2,1,3,1,2,0,2,2,1,4,6,5,5,3,2,3,4,3,2,1,1,7,1,3,3,2,5,5,2,4,8,1,1,1,1,0,2,1,1,1,6,1,2,2,1,1,2,3,4,2,2,0,0,0,1,1,0,0,2,4,2,1,2,1,4,0,0,0,0,0,0,1,1,5,2,0,1,0,1,4,3,3,4,5,0,3,2,3,0,0,4,1,2,2,0,3,1,1,0,4,6,12,4,8,5,3,1
"ENST00000367975.6|SDHC-202|61084",23,31,79,15,11,11,19,28,27,24,31,9,12,30,31,7,20,37,25,7,25,14,39,45,46,73,63,99,20,19,11,8,13,11,40,20,18,31,23,28,9,31,38,40,3,25,25,48,9,17,69,52,111,20,37,38,19,25,18,15,50,16,20,11,26,34,10,41,49,23,38,13,37,77,40,56,47,78,10,18,21,13,23,21,26,31,20,8,12,5,20,15,10,59,15,13,17,55,34,15,21,17,17,30,18,27,30,41,32,22,19,18,36,32,36,16,14,20,12,12,18,12,19,7,20,9,22,18,9,10,6,37,29,29,31,16,24,19,12,30,16,48,25,28,47,36,20,19,28,8,6,6,13,6,5,23,18,16,45,43,72,88,42,44,24,38,49,15,9,17,16,21,20,22,20,17,31,19,23,23,20,35,21,25,33,88,65,29,22,17,28
"ENST00000309758.5|HSPA6-201|2371",1,1,2,0,0,0,0,0,0,1,0,1,1,0,1,1,1,2,1,1,1,1,1,2,1,0,1,0,1,1,1,3,1,0,0,1,0,0,0,0,0,2,2,1,1,0,1,0,1,0,0,0,4,0,0,0,1,3,1,0,1,1,0,1,2,0,1,0,3,0,2,0,0,0,1,1,1,3,0,1,2,3,0,0,1,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,5,0,1,1,0,0,1,0,2,0,1,2,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2,1,0,1,0,3,2,0,3,3,4,0,1,1,2,1,1,0,2,0,0,2,1,0,0,1,0,0,1,0,7,1,0,2,2,1
"ENST00000480308.5|FCGR2B-204|14862",1,2,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,3,2,0,0,0,0,0,1,1,0,1,0,2,0,0,1,0,0,0,1,0,0,1,1,0,3,0,0,0,0,1,3,2,1,1,0,0,0,2,1,2,0,2,0,1,2,1,0,2,2,0,0,1,1,0,1,2,1,2,0,0,0,1,2,1,1,2,1,1,2,0,0,1,0,0,3,1,0,1,1,0,0,1,4,2,1,1,0,1,0,1,4,2,2,1,1,0,3,1,2,0,0,0,0,0,1,4,1,0,0,0,1,0,1,1,6,0,0,2,0,0,2,0,0,1,4,2,0,1,1,2,0,2,0,0,0,0,0,0,1,0,2,0,2,0,0,0,1,0,0,0,0,2,0,0,1,1,0,1,0,0,1,0,2,2,0,1,1,1,0,1,4,2,2
"ENST00000313961.9|RGS5-201|60810",0,1,1,2,1,0,2,0,0,2,0,1,1,0,1,2,1,1,3,1,2,2,2,0,4,2,2,1,0,3,1,1,2,0,3,1,0,2,1,1,0,2,1,0,0,0,1,0,0,0,0,1,1,0,3,1,0,1,0,0,4,0,0,0,2,0,0,0,1,0,0,0,1,4,0,0,0,0,2,0,3,0,1,1,0,2,1,1,0,0,3,0,3,0,1,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,2,1,0,1,1,1,0,0,0,2,2,0,1,0,0,0,1,0,1,1,0,0,0,0,3,1,0,0,1,0,0,0,0,1,1,1,1,0,2,0,3,0,0,0,0,1,0,2,5,0,0,1,3,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"ENST00000489443.2|LMX1A-204|9873",0,1,0,0,0,0,0,0,0,0,0,0,0,9,4,1,0,0,0,1,0,0,0,1,1,0,2,1,1,2,2,0,2,0,3,0,0,0,0,2,3,2,0,4,0,3,0,2,1,3,6,1,13,1,1,0,0,0,0,1,6,2,0,0,0,0,0,0,7,11,1,0,0,9,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,4,0,0,1,2,2,4,2,0,2,0,3,0,0,0,2,0,2,2,3,0,0,0,1,0,0,0,0,2,3,1,4,1,0,0,1,0,1,2,3,0,0,5,4,0,1,0,1,2,2,0,0,0,3,2,8,1,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,2,0,1,0,0,0,1,0,0,1,0,1,2,0,0,0,1
"ENST00000580248.5|TMCO1-207|100450",120,213,330,89,146,149,189,347,250,169,193,175,157,158,195,181,161,160,339,128,158,139,152,242,325,309,322,333,147,127,160,128,188,196,209,145,263,173,134,261,191,215,183,192,77,163,161,184,128,140,152,263,175,120,286,124,176,146,253,108,134,132,203,131,192,203,116,203,150,83,153,103,179,149,221,458,270,229,152,134,141,148,195,255,210,164,194,134,179,116,101,146,168,245,120,121,93,276,176,180,214,164,118,136,146,215,130,173,168,135,106,108,162,207,260,172,119,183,114,116,201,162,183,165,274,161,214,178,181,194,135,172,206,153,212,89,234,189,113,137,123,300,174,135,219,235,184,111,157,78,28,58,62,62,40,144,127,116,246,205,302,300,213,138,87,198,101,165,103,175,155,166,112,225,151,150,135,141,210,142,145,162,203,170,192,262,307,217,126,129,108
"ENST00000271417.7|ILDR2-201|67134",3,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,2,1,0,0,1,2,2,4,3,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,3,1,0,2,0,0,0,0,0,4,1,1,1,0,1,0,2,2,2,0,0,1,0,0,1,1,1,0,0,1,2,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,2,0,0,0,3,1,0,0,1,1,0,3,0,2,0,1,2,0,1,1,2,0,3,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,1,0,0,1,1,0,2,0,2,0,0,2,1,0,0,0,0,0,0,1,0,2
"ENST00000491055.5|MAEL-205|32290",4,2,0,2,3,2,1,1,0,0,2,0,2,3,0,0,1,2,0,1,1,2,0,2,2,2,3,0,1,2,4,1,2,1,2,1,2,1,2,0,2,2,4,2,0,1,3,0,2,2,2,6,0,3,0,0,3,1,0,5,1,3,1,1,0,1,3,1,2,1,0,2,0,0,0,0,5,0,1,3,1,0,1,0,2,0,3,3,1,0,1,1,0,1,2,0,0,4,3,3,2,0,1,1,5,3,1,0,0,3,0,1,2,1,3,5,2,0,1,4,1,2,0,1,0,7,0,1,1,3,2,1,0,2,1,1,0,0,1,5,2,3,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,6,2,0,1,1,0,2,2,3,3,1,2,3,0,2,2,2,3,5,4,0,1,0,0,1,0,3,0
"ENST00000271375.6|SFT2D2-201|27018",0,2,3,0,1,0,0,3,1,2,1,0,0,1,4,0,2,1,0,1,0,2,0,0,0,2,2,1,0,2,0,1,0,1,3,0,0,0,0,0,0,2,1,0,2,0,0,0,2,0,6,2,6,0,1,0,0,0,1,1,1,2,1,0,0,1,0,0,1,1,2,0,0,2,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,4,1,0,1,1,1,1,3,0,4,0,0,1,1,0,0,2,1,1,1,6,2,1,1,0,0,0,1,1,0,0,1,0,2,1,3,1,0,1,1,0,0,2,0,1,1,0,1,1,1,1,0,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,1,1,0,1,0,0,3,1,1,2,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0
"ENST00000367816.5|ATP1B1-202|27026",2,1,1,1,0,1,3,1,3,1,7,1,1,2,9,1,1,1,1,1,6,5,4,2,2,1,3,0,0,2,3,0,6,3,3,4,0,1,4,1,2,1,4,3,0,1,2,4,1,0,2,4,1,2,0,0,1,6,2,4,4,4,0,2,5,0,1,1,4,0,4,3,2,0,1,1,5,1,2,0,0,7,1,1,4,0,2,2,0,1,3,1,1,0,6,3,2,0,6,0,6,3,1,0,5,3,0,3,4,2,0,2,1,1,2,2,0,1,1,4,6,2,3,3,1,1,2,3,0,1,0,5,0,5,3,3,3,3,5,6,3,1,6,3,3,4,5,1,3,1,0,0,1,0,2,5,2,1,0,1,0,2,2,2,5,5,1,3,1,2,2,2,0,4,3,0,2,2,0,1,2,1,4,1,3,2,0,3,0,1,4
"ENST00000367765.5|KIFAP3-202|147592",1,0,0,2,0,0,1,1,0,1,2,0,1,0,1,0,2,3,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,3,0,1,0,1,0,0,1,0,1,2,1,2,2,2,1,0,0,2,0,0,2,1,1,0,0,1,0,0,0,2,0,0,0,0,1,0,1,2,1,0,0,1,0,3,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,2,1,0,0,0,1,0,8,0,0,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,3,0,0,1,1,1,0,0,2,0,2,1,3,0,0,1,0,2,0,0,2,0,2,5,0,0,0
"ENST00000497230.2|PRRX1-207|65085",0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,4,4,1,2,1,0,0,0,2,0,2,1,0,0,1,0,1,0,1,0,2,0,4,1,0,1,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,1,3,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
"ENST00000367728.1|PIGC-202|2630",2,2,3,6,12,2,6,5,2,7,1,2,3,4,5,7,3,4,1,4,6,3,6,2,0,5,8,3,3,4,3,3,1,4,2,4,6,7,6,2,4,4,2,5,4,7,1,2,5,4,2,9,0,11,1,5,6,7,3,3,2,7,3,3,7,1,9,5,6,2,6,2,1,2,4,3,2,1,4,3,2,7,4,9,9,8,2,2,4,1,5,8,2,3,13,0,2,3,0,7,4,6,4,3,3,7,7,5,5,3,5,1,7,2,2,7,6,4,2,2,4,6,1,0,0,7,3,4,5,4,4,4,7,6,4,3,1,6,3,2,7,12,1,5,2,4,5,2,4,0,1,1,1,0,2,7,4,7,4,4,2,5,6,2,3,8,4,0,1,4,2,2,4,6,2,9,6,4,7,4,3,4,4,6,1,14,6,4,3,5,4
"ENST00000367701.9|ZBTB37-201|34594",0,2,6,2,2,0,0,2,0,0,0,0,0,0,2,1,1,1,3,2,2,1,1,1,1,2,0,1,0,1,0,0,1,1,0,1,2,2,1,3,1,0,0,0,1,1,0,0,2,0,7,0,9,2,2,1,1,2,2,1,2,3,0,0,1,0,0,1,1,9,2,0,1,3,7,2,0,3,1,0,1,0,2,1,2,1,5,0,3,2,1,0,1,4,3,1,3,4,1,1,4,1,0,1,1,0,2,2,3,1,2,1,1,0,0,0,2,0,1,0,2,0,2,1,0,2,3,0,1,0,0,1,2,1,1,1,0,1,1,1,2,0,0,0,2,0,2,1,4,0,0,1,1,0,0,0,1,2,3,2,3,0,0,1,4,1,0,0,0,2,1,0,0,0,2,1,3,0,1,2,1,2,0,5,0,0,3,1,1,0,2
"ENST00000367674.6|TNR-202|428577",1,1,1,1,1,3,0,2,0,1,0,1,0,3,0,0,0,0,1,1,1,3,6,0,1,0,2,1,3,0,0,4,0,0,0,4,1,0,0,1,0,1,0,1,1,1,1,5,2,0,0,0,2,2,3,1,2,0,0,1,3,0,0,0,0,2,1,0,2,2,2,0,1,1,0,0,1,5,0,0,1,0,0,3,0,0,0,3,0,1,1,0,0,3,0,0,2,3,1,3,2,2,1,2,2,4,2,0,1,1,5,2,0,1,0,2,3,1,1,1,2,0,1,4,3,0,0,2,0,3,0,2,0,0,0,1,3,0,0,0,0,1,1,0,0,1,1,6,2,0,1,0,1,0,2,4,0,1,1,2,2,1,2,0,0,2,1,1,2,0,2,1,0,1,2,1,2,1,0,1,2,1,1,0,0,2,4,0,0,2,3
"ENST00000367662.4|PAPPA2-202|382435",1,1,0,0,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,2,1,1,0,1,2,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,1,2,0,1,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,1,2,3,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,7,0,1,0,0,0,0,3,0,0,1,2,0,3,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,0,3,0,2,1,1
"ENST00000361833.6|ASTN1-202|303624",4,3,7,3,4,1,2,1,2,2,3,0,0,5,4,1,3,2,1,1,5,4,3,6,6,3,1,8,2,1,2,2,1,1,2,1,7,1,0,3,1,7,4,1,1,5,1,4,2,2,5,3,4,1,12,2,2,3,4,1,0,0,0,1,5,2,5,4,2,2,2,1,4,5,3,6,0,1,4,0,8,6,0,3,3,2,4,2,1,0,2,2,2,3,1,0,0,2,4,1,1,0,2,0,5,2,1,3,2,0,4,1,0,3,2,3,2,1,4,4,6,2,3,2,3,2,3,2,0,0,3,1,10,2,6,1,1,1,6,1,0,9,0,2,5,1,1,1,1,2,0,1,2,0,1,1,1,1,2,5,12,3,7,2,4,3,3,1,2,3,2,3,2,4,1,4,0,3,1,2,1,2,2,2,1,3,4,6,4,2,0
"ENST00000462775.5|RASAL2-203|142677",14,10,0,1,0,0,0,2,1,0,1,0,0,1,3,0,4,1,2,9,29,9,2,2,1,0,0,0,2,2,1,0,1,4,2,0,0,0,0,0,0,3,1,3,1,7,20,0,1,1,4,0,4,1,1,0,1,0,1,1,1,0,2,2,0,3,2,1,2,14,23,10,2,3,1,0,0,1,0,0,1,1,2,3,1,1,0,0,0,0,0,2,1,2,14,7,17,0,2,2,0,1,2,0,1,2,3,2,1,4,1,0,0,5,0,0,2,0,0,1,1,6,1,1,1,1,0,1,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,2,1,0,1,0,3,0,0,0,0,2,1,15,9,20,1,1,0,1,0,1,0,2,0,0,1,0,3,0,1,3,0,1,2,1,0,2,1,3,1,2,1,3,0,2,22,34,11
"ENST00000263733.4|FAM20B-201|50667",3,0,9,1,4,1,0,7,2,0,7,3,1,1,4,0,4,6,5,5,0,1,2,4,2,4,7,4,1,1,1,0,2,2,3,5,0,4,1,3,2,1,3,8,5,5,5,5,4,9,9,1,14,4,3,2,2,4,1,1,9,0,1,0,1,0,0,9,8,3,5,1,1,9,4,7,5,6,0,1,3,3,2,2,2,2,1,3,0,1,1,4,4,7,1,3,7,4,7,2,6,2,0,0,4,3,3,8,3,4,0,1,5,2,2,1,1,2,4,1,5,3,1,5,2,2,2,2,1,2,1,2,5,2,9,0,0,0,0,1,0,2,6,1,7,5,3,0,3,1,0,0,2,0,0,4,6,7,4,4,1,8,7,2,11,3,3,3,3,0,2,0,0,2,5,0,0,0,1,4,3,0,1,0,6,6,11,3,4,1,4
